case_id,model,family,section,ground_truth,prediction,prediction_normalized,differentials,category,justification
18813.0,gpt-oss-120b (H),on_device_base,Cardiovascular,Primary cardiac lymphoma,Angiosarcoma,angiosarcoma,"Angiosarcoma, Ig-G4 related disease, Primary cardiac lymphoma, Erdheim–Chester disease, Undifferentiated pleomorphic sarcoma",b,"The prediction ""angiosarcoma"" is in the same disease family (primary cardiac tumors) as the ground truth ""primary cardiac lymphoma"" but is the wrong specific entity."
18819.0,gpt-oss-120b (H),on_device_base,Uroradiology & genital male imaging,Pure yolk sac tumour,Mixed germinal cell tumour,mixed germinal cell tumour,"Mixed germinal cell tumour, Pure yolk sac tumour, Seminoma, Choriocarcinoma, Teratoma, Lymphoma",c,"The prediction ""Mixed germinal cell tumour"" is a plausible differential diagnosis from the provided list, as both mixed germ cell tumour and pure yolk sac tumour are germ cell neoplasms, but the model selected the wrong specific entity."
18821.0,gpt-oss-120b (H),on_device_base,Neuroradiology,Moyamoya disease with ICA hypoplasia,Atherosclerotic ICA stenosis with secondary ischemic events,atherosclerotic ica stenosis with secondary ischemic events,"Atherosclerotic ICA stenosis with secondary ischemic events, Primary Moyamoya syndrome with bilateral involvement, Moyamoya disease with ICA hypoplasia, ICA dissection causing ischemia, Vasculitis-induced stenosis of cerebral arteries",c,"The prediction ""Atherosclerotic ICA stenosis with secondary ischemic events"" is a plausible differential diagnosis that was on the provided list, but is incorrect compared to the ground truth ""Moyamoya disease with ICA hypoplasia."""
18860.0,gpt-oss-120b (H),on_device_base,Others,Post-transplant ureteral stent placement,Post-transplant ureteral stent removal,post-transplant ureteral stent removal,"Post-transplant renal artery stent, Post-transplant renal vein stenting, Post-transplant ureteral stent removal, Post-transplant ureteral stent placement",c,"The prediction ""Post-transplant ureteral stent removal"" is a plausible differential diagnosis from the provided list involving the same anatomical structure and context, but incorrectly specifies removal instead of placement."
18878.0,gpt-oss-120b (H),on_device_base,Paediatric radiology,Metastatic pro-B type acute lymphoblastic leukaemia,Lymphoma,lymphoma,"Metastatic pro-B type acute lymphoblastic leukaemia, Lymphoma, Primary visceral organ malignancies, Sarcoidosis",c,"The prediction ""Lymphoma"" is a plausible differential diagnosis that was explicitly on the provided list, but the correct answer was ""Metastatic pro-B type acute lymphoblastic leukaemia."""
18897.0,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia",c,"The prediction ""Liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the correct diagnosis was ""Central/low-grade osteosarcoma."""
18919.0,gpt-oss-120b (H),on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions that can appear similar on imaging, but it is the wrong specific diagnosis."
18925.0,gpt-oss-120b (H),on_device_base,Breast imaging,Myoid hamartoma of the breast (MHB),Fibroadenoma,fibroadenoma,"Fibroadenoma, Galactocele, Phyllodes tumour, Leiomyosarcoma, Adenomyoepithelioma, Myoid hamartoma of the breast (MHB), Breast carcinoma",c,"The prediction ""Fibroadenoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis was ""Myoid hamartoma of the breast (MHB)."""
18927.0,gpt-oss-120b (H),on_device_base,Head & neck imaging,Skull base chondrosarcoma,Skull base chordoma,skull base chordoma,"Skull base chordoma, Skull base chondrosarcoma, Skull base paraganglioma, Giant cell tumour of the skull base, Langerhans cell histiocytosis of the skull base",c,"The prediction ""Skull base chordoma"" is a plausible differential diagnosis that was on the provided list, as both chordoma and chondrosarcoma are skull base tumors with overlapping imaging features, but it is the wrong specific entity."
18951.0,gpt-oss-120b (H),on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis [4,biventricular endomyocardial fibrosis 4,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]",a,"The prediction ""Biventricular endomyocardial fibrosis [4"" is a truncated version of the correct answer ""Biventricular endomyocardial fibrosis [4,6]"" and identifies the same condition, differing only due to incomplete text capture."
18967.0,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Solitary bone plasmacytoma,Lymphoma,lymphoma,"Osteolytic metastasis, Pott’s disease, Solitary bone plasmacytoma, Lymphoma, Chronic osteomyelitis, Primary sarcoma",c,"The prediction ""Lymphoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Solitary bone plasmacytoma."""
18993.0,gpt-oss-120b (H),on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma",c,"The prediction ""Hepatic cholangiocarcinoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Primary hepatic adenosarcoma."""
19002.0,gpt-oss-120b (H),on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The model selected ""Ganglioneuroma"" from the differential list, which is a closely related neuroblastic tumor but is the wrong specific diagnosis; ganglioneuroma, ganglioneuroblastoma-intermixed, and neuroblastoma exist on a spectrum of peripheral neuroblastic tumors, making this a plausible but incorrect differential choice."
19015.0,gpt-oss-120b (H),on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas",c,"The prediction ""Malignant neoplasia"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Pulmonary amyloidosis."""
19021.0,gpt-oss-120b (H),on_device_base,Abdominal imaging,Solitary fibrous tumour,Rectal gastrointestinal stromal tumour,rectal gastrointestinal stromal tumour,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma",c,"The prediction ""Rectal gastrointestinal stromal tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both GIST and solitary fibrous tumour are mesenchymal neoplasms that can present similarly, making this a clinically defensible but wrong choice."
19022.0,gpt-oss-120b (H),on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula",c,"The prediction ""Vesico-intestinal fistula"" was a plausible differential diagnosis explicitly on the provided list, but the correct answer was the more specific ""Vesico-appendiceal fistula."""
19024.0,gpt-oss-120b (H),on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia",c,"The prediction ""Usual interstitial pneumonia due to idiopathic pulmonary fibrosis"" is a plausible differential diagnosis on the provided list that shares the same UIP pattern but attributes it to the wrong underlying etiology (idiopathic pulmonary fibrosis instead of connective tissue disorder)."
19044.0,gpt-oss-120b (H),on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntington’s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list and shares overlapping clinical features (chorea) with the ground truth ""Chorea-acanthocytosis,"" but is the wrong specific diagnosis."
19050.0,gpt-oss-120b (H),on_device_base,Breast imaging,Mammary tuberculosis,Idiopathic granulomatous mastitis,idiopathic granulomatous mastitis,"Breast carcinoma, Plasma cell mastitis, Idiopathic granulomatous mastitis, Mammary tuberculosis, Actinomycosis",c,"The prediction ""Idiopathic granulomatous mastitis"" is a plausible differential diagnosis on the provided list, as both it and mammary tuberculosis present as granulomatous inflammation of the breast, but it is the incorrect specific diagnosis."
19058.0,gpt-oss-120b (H),on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis",c,"The prediction ""Cholangiocarcinoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was the lower-grade precursor lesion ""Intraductal papillary neoplasm of the bile duct with low-grade dysplasia."""
19067.0,gpt-oss-120b (H),on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Langerhans cell histiocytosis"" is a plausible differential diagnosis that was on the provided list and can present with cystic lung disease, but it is incorrect as the ground truth is ""Cystic pulmonary tuberculosis."""
19070.0,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Malignant peripheral nerve sheath tumour,malignant peripheral nerve sheath tumour,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour",c,"The prediction ""Malignant peripheral nerve sheath tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Clear cell soft tissue sarcoma with melanocytic differentiation."""
19086.0,gpt-oss-120b (H),on_device_base,Abdominal imaging,Oesophageal-vulvar syndrome,Lymphoma,lymphoma,"Lymphoma, Sarcoma, Benign mesenchymal tumour, Oesophageal-vulvar syndrome",c,"The prediction ""Lymphoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Oesophageal-vulvar syndrome."""
19101.0,gpt-oss-120b (H),on_device_base,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis",c,"The prediction ""Myelin oligodendrocyte glycoprotein antibody disease (MOGAD)"" is a plausible differential diagnosis explicitly listed among the options, but the correct answer is ""Neuro-Behçet's disease."""
19110.0,gpt-oss-120b (H),on_device_base,Others,Inflammatory myofibroblastic tumour,Multicystic lymphangioma,multicystic lymphangioma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Multicystic lymphangioma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both conditions can present as cystic masses, making the model's reasoning clinically defensible but wrong."
19114.0,gpt-oss-120b (H),on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma",c,"The prediction ""Ependymoma"" is a plausible differential diagnosis that was on the provided list, as ependymomas can form rosettes and occur in similar CNS locations as RGNT, but it is the wrong specific diagnosis."
19115.0,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Hibernoma,Angiomyolipoma,angiomyolipoma,"Lipoma, Liposarcoma, Angiomyolipoma, Hibernoma, Myelolipoma, Fat necrosis",c,"The prediction ""Angiomyolipoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both angiomyolipoma and hibernoma are fat-containing lesions, making this a clinically defensible but wrong choice."
